Event.Id,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Total.Incidents,Damage.Score,Severe.Damage.Frequency,Damage.Score.String
20001211X15770,SEA92LA194,1992-09-02,"THE DALLES, OR",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-46-310P,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X15559,ANC92LA157,1992-09-04,"PORT ALSWORTH, AK",UNITED STATES,NON-FATAL,DESTROYED,SIKORSKY,S-58G,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X15652,CHI92LA265,1992-09-04,"MORAN, MI",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-32-260,NO,1.0,BUSINESS,0.0,3.0,0.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X15577,ANC92LA179,1992-09-06,"SPARREVOHN, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18-180,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X15562,ANC92LA161,1992-09-09,"LIME VILLAGE, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18-150,NO,1.0,BUSINESS,0.0,0.0,2.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X15553,ANC92FA159,1992-09-09,"NUNAVAUGALUK LK, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,HUGHES,369D,NO,1.0,BUSINESS,0.0,2.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X15604,BFO92FA135,1992-09-11,"HILLSVILLE, VA",UNITED STATES,FATAL(2),DESTROYED,BEECH,G35,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X15621,BFO92LA136,1992-09-11,"BRANDENBURG, KY",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-44-180T,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X15572,ANC92LA174,1992-09-17,"NEW STUYAHOK, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001211X15574,ANC92LA176,1992-09-19,"CHITINA, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,DE HAVILLAND,DHC-2,NO,1.0,BUSINESS,0.0,0.0,0.0,5.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20001211X15687,DEN92LA096,1992-09-26,"CRAIG, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-28-180,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X15797,ANC93LA004,1992-10-02,"LIME VILLAGE, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,206U,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X15802,ATL93FA004,1992-10-06,"HEADLAND, AL",UNITED STATES,FATAL(1),SUBSTANTIAL,AERO COMMANDER,680,NO,2.0,BUSINESS,1.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X15866,FTW93LA007,1992-10-07,"LITTLE ROCK, AR",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,210G,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X15925,NYC93FA012,1992-10-08,"PULASKI, VA",UNITED STATES,FATAL(2),DESTROYED,PIPER,PA-32-260,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001211X15870,FTW93LA012,1992-10-13,"MEXIA, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,MOONEY,M20J,NO,1.0,BUSINESS,0.0,0.0,2.0,2.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20001211X15928,NYC93FA026,1992-10-19,"LEICESTER, MA",UNITED STATES,FATAL(2),DESTROYED,BEECH,55,NO,2.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001211X15801,ANC93LA009,1992-10-23,"SLATE CREEK, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,206,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X15840,CHI93LA015,1992-10-25,"SCOTT CITY, KS",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,K35,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X16006,CHI93FA028,1992-11-06,"WAHPETON, ND",UNITED STATES,NON-FATAL,SUBSTANTIAL,"SMITH, TED AEROSTAR",AEROSTAR 601,NO,2.0,BUSINESS,0.0,0.0,1.0,2.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X16041,FTW93LA040,1992-11-19,"UVALDE, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,B100,NO,2.0,BUSINESS,0.0,0.0,0.0,9.0,IMC,PROBABLE CAUSE,9.0,,0,nan
20001211X16028,DEN93LA013,1992-11-20,"BROOMFIELD, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,MITSUBISHI,MU-2B-25,NO,2.0,BUSINESS,0.0,0.0,0.0,4.0,IMC,PROBABLE CAUSE,4.0,,0,nan
20001211X16024,CHI93LA047,1992-11-30,"FRANKFORT, IL",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,A36,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,IMC,PROBABLE CAUSE,3.0,,0,nan
20001211X16114,ANC93LA023,1992-12-24,"TWO MOON BAY, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,DE HAVILLAND,DHC2,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X11670,CHI93LA066,1993-01-07,"MARYSVILLE, KS",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,310R-II,NO,2.0,BUSINESS,0.0,0.0,1.0,5.0,IMC,PROBABLE CAUSE,6.0,,0,nan
20001211X11649,ATL93LA050,1993-01-14,"GOLDSBORO, NC",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-32R-301,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X11655,BFO93FA050,1993-01-15,"LIGONIER, PA",UNITED STATES,FATAL(2),DESTROYED,PIPER,PA-32-300,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001211X11757,SEA93LA053,1993-01-16,"JOHN DAY, OR",UNITED STATES,NON-FATAL,SUBSTANTIAL,SWEARINGEN,SA-226T(B),NO,2.0,BUSINESS,0.0,0.0,0.0,7.0,VMC,PROBABLE CAUSE,7.0,,0,nan
20001211X11691,FTW93FA072,1993-01-18,"DIXIE INN, LA",UNITED STATES,FATAL(3),DESTROYED,BEECH,V35B,NO,1.0,BUSINESS,3.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,3.0,,0,nan
20001211X11723,LAX93LA105,1993-01-22,"PACOIMA, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,58P,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X11764,SEA93LA065,1993-01-29,"HUNTINGTON, UT",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,182C,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X11727,LAX93LA109,1993-01-31,"COLUMBIA, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-31,NO,2.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X11890,SEA93LA064,1993-02-07,"BEND, OR",UNITED STATES,NON-FATAL,SUBSTANTIAL,ROBINSON,R22 BETA,NO,1.0,BUSINESS,0.0,0.0,2.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001211X11786,BFO93LA025,1993-02-10,"WHITE PLAINS, NY",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172RG,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X11855,LAX93LA134,1993-02-11,"SAN MANUEL, AZ",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,D35,NO,1.0,BUSINESS,0.0,0.0,3.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X11968,DEN93LA030,1993-03-02,"WALSH, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T210N,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X11944,CHI93LA101,1993-03-02,"CHESTERFIELD, MO",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,200,NO,2.0,BUSINESS,0.0,0.0,0.0,6.0,IMC,PROBABLE CAUSE,6.0,,0,nan
20001211X11917,BFO93LA039,1993-03-02,"OWENSBORO, KY",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,335,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001211X11965,DEN93FA032,1993-03-13,"ENGLEWOOD, CO",UNITED STATES,FATAL(2),SUBSTANTIAL,BEECH,A36,NO,1.0,BUSINESS,2.0,3.0,0.0,0.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20001211X11966,DEN93FA033,1993-03-16,"APPLEGATE, OR",UNITED STATES,FATAL(3),DESTROYED,HILLER,UH-12E,NO,1.0,BUSINESS,3.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,3.0,,0,nan
20001211X11904,ANC93LA047,1993-03-19,"ANCHORAGE, AK",UNITED STATES,NON-FATAL,DESTROYED,PIPER,PA-12-150,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X11905,ANC93LA048,1993-03-25,"MEKORYUK, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-31,NO,2.0,BUSINESS,0.0,0.0,2.0,2.0,IMC,PROBABLE CAUSE,4.0,,0,nan
20001211X12092,CHI93LA136,1993-04-06,"PHILADELPHIA, IL",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T210,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12118,DEN93LA039,1993-04-07,"LLANO, TX",UNITED STATES,NON-FATAL,DESTROYED,PIPER,PA-28-161,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12135,FTW93LA120,1993-04-08,"MIDLOTHIAN, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-28R-200,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12082,CHI93FA137,1993-04-14,"RENSSELAER, IN",UNITED STATES,FATAL(2),DESTROYED,CESSNA,177B,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12066,ATL93LA073,1993-04-15,"GREENVILLE, TN",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12094,CHI93LA141,1993-04-16,"BENNINGTON, KS",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,V-35B,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12200,MIA93LA107,1993-04-21,"STARKVILLE, MS",UNITED STATES,NON-FATAL,SUBSTANTIAL,MOONEY,M20E,NO,1.0,BUSINESS,0.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12146,FTW93LA135,1993-04-21,"NO. LITTLE ROCK, AR",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,320C,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12054,ANC93FA054,1993-04-23,"KASHWITNA, AK",UNITED STATES,FATAL(2),DESTROYED,PIPER,PA-18-150,NO,1.0,BUSINESS,2.0,0.23245864232743868,0.30424929178470256,1.4475093733261917,VMC,PROBABLE CAUSE,2.4124963841481053,,0,nan
20001211X12058,ANC93LA055,1993-04-29,"DELTA JUNCTION, AK",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-18,NO,1.0,BUSINESS,1.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12101,CHI93LA150,1993-04-30,"OSHKOSH, WI",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,U206F,NO,1.0,BUSINESS,0.0,0.0,2.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12263,ANC93LA058,1993-05-02,"CHUGIAK, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12301,BFO93LA069,1993-05-04,"CLARKSBURG, WV",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,B100,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12419,LAX93LA203,1993-05-05,"DAVIS, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,ROBINSON,R-22,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12374,DEN93LA057,1993-05-13,"DURANGO, CO",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,182N,NO,1.0,BUSINESS,0.0,2.0,2.0,0.0,IMC,PROBABLE CAUSE,4.0,,0,nan
20001211X12376,DEN93LA059,1993-05-15,"FORT COLLINS, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,305A,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12377,DEN93LA060,1993-05-16,"MEAD, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,206L-1,NO,1.0,BUSINESS,0.0,0.0,2.0,5.0,VMC,PROBABLE CAUSE,7.0,,0,nan
20001211X12460,MIA93LA126,1993-05-21,"TITUSVILLE, FL",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,170B,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12372,DEN93FA063,1993-05-25,"WESTCLIFFE, CO",UNITED STATES,FATAL(2),DESTROYED,MOONEY,M20E,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12489,SEA93LA122,1993-05-25,"MOUNTAIN HOME, ID",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,TU206G,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X12271,ANC93LA071,1993-05-28,"BULCHITNA LAKE, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,185,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X12260,ANC93FA070,1993-05-28,"ANCHORAGE, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,320,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12494,ANC93FA081,1993-06-06,"ANCHORAGE, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,A185E,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12604,FTW93FA185,1993-06-09,"GREENVILLE, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,CONVAIR,440,NO,2.0,BUSINESS,0.0,0.0,0.0,15.0,VMC,PROBABLE CAUSE,15.0,,0,nan
20001211X12533,ATL93LA108,1993-06-10,"ATTALLA, AL",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,421B,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12561,CHI93LA198A,1993-06-10,"WONDER LAKE, IL",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,200,NO,2.0,BUSINESS,0.0,1.0,0.0,5.0,VMC,PROBABLE CAUSE,6.0,,0,nan
20001211X12507,ANC93LA092,1993-06-15,"SKWENTNA, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18-150,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12679,NYC93FA115,1993-06-17,"GORDON, KY",UNITED STATES,FATAL(1),DESTROYED,ENSTROM,F28C,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12699,NYC93LA116,1993-06-17,"BALTIMORE, MD",UNITED STATES,NON-FATAL,SUBSTANTIAL,GRITTER,QUEST AIR 20,YES,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12509,ANC93LA095,1993-06-17,"ANNETTE BAY, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,B-3,NO,1.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20001211X12658,LAX93LA262,1993-06-18,"FALLON, NV",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,182F,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12578,CHI93LA219,1993-06-23,"VICTORIA, MN",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,B19,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12546,CHI93DEE02,1993-06-27,"KANKAKEE, IL",UNITED STATES,NON-FATAL,SUBSTANTIAL,DOUGLAS,B-26B,NO,2.0,BUSINESS,0.0,0.0,2.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12553,CHI93FA238,1993-06-29,"BEARDSTOWN, IL",UNITED STATES,FATAL(3),DESTROYED,BEECH,58,NO,2.0,BUSINESS,3.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,3.0,,0,nan
20001211X12779,BFO93FA107,1993-07-04,"NEW YORK, NY",UNITED STATES,NON-FATAL,DESTROYED,US/LTA,138S AIRSHIP,NO,1.0,BUSINESS,0.0,1.0,1.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12841,CHI93LA253,1993-07-09,"WEST BEND, WI",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,210,NO,1.0,BUSINESS,0.0,0.0,2.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12750,ANC93LA122,1993-07-11,"TALKEETNA, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,HELIO,H295,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X12974,MIA93FA155,1993-07-14,"JACKSONVILLE, FL",UNITED STATES,FATAL(1),DESTROYED,BEECH,95-A55,NO,2.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X13006,SEA93LA155,1993-07-16,"FAIRFIELD, ID",UNITED STATES,NON-FATAL,DESTROYED,BEECH,60,NO,2.0,BUSINESS,0.0,2.0,1.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X12754,ANC93LA127,1993-07-25,"KODIAK, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,D18S,NO,2.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X13012,SEA93LA161,1993-07-26,"LAKE POWELL, UT",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,B206BII,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X12873,CHI93LA294B,1993-07-28,"FOND DU LAC, WI",UNITED STATES,NON-FATAL,SUBSTANTIAL,COMMANDER,114B,NO,1.0,BUSINESS,0.0,0.0,0.0,5.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20001211X12813,BFO93LA140,1993-07-28,"WOODBINE, NJ",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,170B,NO,1.0,BUSINESS,0.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X12827,CHI93FA302A,1993-07-30,"NORFOLK, NE",UNITED STATES,FATAL(5),DESTROYED,ROCKWELL,690-A,NO,2.0,BUSINESS,5.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20001211X12756,ANC93LA130,1993-07-30,"DRY BAY, AK",UNITED STATES,FATAL(2),DESTROYED,CESSNA,170,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,UNK,PROBABLE CAUSE,2.0,,0,nan
20001211X12759,ANC93LA149,1993-07-30,"SKWENTNA, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,180,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X12758,ANC93LA143,1993-07-31,"JOHNSON GLACIER, AK",UNITED STATES,FATAL(2),DESTROYED,ARTIC AIRCRAFT CORP.,S-1B2,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X13129,DEN93FA099,1993-08-06,"DELIGHT, AR",UNITED STATES,FATAL(6),DESTROYED,PIPER,PA-32-300,NO,1.0,BUSINESS,6.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,6.0,,0,nan
20001211X13172,LAX93LA320,1993-08-11,"DELANO, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T210N,NO,1.0,BUSINESS,0.0,0.0,1.0,2.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X13035,ANC93LA146,1993-08-13,"NOME, AK",UNITED STATES,NON-FATAL,DESTROYED,PIPER,PA-31-350,NO,2.0,BUSINESS,0.0,0.0,0.0,7.0,VMC,PROBABLE CAUSE,7.0,,0,nan
20001211X13256,SEA93FA178,1993-08-18,"SEATTLE, WA",UNITED STATES,NON-FATAL,SUBSTANTIAL,ENSTROM,F-28C,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X13117,CHI93LA337,1993-08-24,"SAINT JAMES, MI",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,AEROSTAR 601P,NO,2.0,BUSINESS,0.0,0.0,0.0,6.0,VMC,PROBABLE CAUSE,6.0,,0,nan
20001211X13159,FTW93LA246,1993-08-26,"SPRINGDALE, AR",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T210N,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X13046,ANC93LA160,1993-08-28,"HAPPY VALLEY, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X13219,NYC93FA177,1993-08-29,"S. CHARLESTON, WV",UNITED STATES,NON-FATAL,DESTROYED,MITSUBISHI,MU-2B-40,NO,2.0,BUSINESS,0.0,0.0,3.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001211X13051,ANC93LA170,1993-08-29,"HULAHULA RIVER, AK",UNITED STATES,FATAL(1),DESTROYED,CESSNA,185,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,UNK,PROBABLE CAUSE,1.0,,0,nan
20001211X13086,CHI93IA346,1993-08-30,"DICKINSON, ND",UNITED STATES,INCIDENT,MINOR,CESSNA,414A,NO,2.0,BUSINESS,0.0,0.0,0.0,5.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20001211X13123,CHI93LA343,1993-08-31,"LAKE IN THE HIL, IL",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T210N,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X13050,ANC93LA166,1993-08-31,"SQUIRREL RIVER, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X13328,BFO93LA151,1993-09-02,"WILLIAMSON, WV",UNITED STATES,NON-FATAL,DESTROYED,PIPER,PA-34-200T,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X13319,BFO93FA167,1993-09-10,"MARSHALL, VA",UNITED STATES,FATAL(2),DESTROYED,PIPER,PA-32RT-300T,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001211X13290,ANC93LA177,1993-09-11,"MOSQUITO RIVER, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X13289,ANC93LA174,1993-09-11,"SWIKSHAK BAY, AK",UNITED STATES,FATAL(1),SUBSTANTIAL,CESSNA,206,NO,1.0,BUSINESS,1.0,0.0,4.0,0.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20001211X13291,ANC93LA178,1993-09-13,"PRUDHOE BAY, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18-150,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001211X13374,CHI93LA361,1993-09-14,"FENTON, MO",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-34-200,NO,2.0,BUSINESS,0.0,0.0,1.0,3.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20001211X13387,CHI93LA375,1993-09-19,"SPENCER, IA",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-23-250,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,IMC,PROBABLE CAUSE,1.0,,0,nan
